,lineage,ncomph,ncompk,mdeg_l,dmdeg_l,mdeg_h,dmdeg_h,mcompmass_h,mcompmass_d,fdim0,cnumh,cnumk,area_l,area_h,circum_l,circum_h,circ0,circ1,asra0,asra1,line
0,/home/tjc54/datasets/group_parental/YM-P,0.00024392480343934475,484.5729788226414,0.5675335692184031,3348.4397993301845,1.2769355104937703,2326.7757308727523,1011017.8034754791,6237892867.465126,-52.45158190706195,0.00033483997202226956,3.747771269083912,704.7747629918831,664.500935614314,132.56083503468014,122.01024607072797,73.01056663240531,0.5646800746560713,92.4878450980972,2.6127206852034366,
1,/home/tjc54/datasets/group_parental/YMR-P,0.00026490438054433145,317.0676923173941,0.965447594740943,4403.204273428006,1.6771810180251499,1290.6631128456447,1895546.003598277,8727141184.213818,-46.42411179803026,0.00038109451581093,4.531681780896781,626.9623736552796,570.3074617672419,120.43391741834597,111.83186611033179,-221.1922717110061,0.6910474947150924,1248.0256317532799,2.332599657474378,
2,/home/tjc54/datasets/SCC_YM/p1/1.1,0.00023917541817495308,555.1110690129287,0.46205756734903725,2855.020152180367,1.1783866551818085,2875.6125504818015,1147710.367916273,7521069891.549592,-63.672122181705774,0.0004951693934808214,3.8024859895068244,863.2735154737874,788.4299352908836,155.75646346568178,134.26561819835084,415.2944770770138,0.4554285408008794,-2221.640565001538,3.278769547708652,r
3,/home/tjc54/datasets/SCC_YM/p1/1.2,0.0002414651847725065,483.1283307701001,0.5603600798519772,3299.412135435582,1.282607685845376,2478.568712511606,1468927.9590524996,9285298385.386803,-62.67746780402749,0.000394141679083647,3.771678954119066,904.4808551985661,756.3344801313829,153.24541009447353,129.83973494710088,341.41121171608404,0.48201977828402187,-632.297224207115,2.832434746934854,r
4,/home/tjc54/datasets/SCC_YM/p1/1.3,0.00025265835779643035,513.7842728644451,0.5364222337033253,2942.9194346412737,1.240809180094327,2692.1761364867393,1794649.5558437114,14326807723.081463,-55.47911101064264,0.000693586707869965,4.372831240870263,789.565149903353,697.1488181300546,141.87682558645594,128.4755478082016,-29.896694080955292,0.5877321816871339,-96.75976207354597,2.7658925353764094,r
5,/home/tjc54/datasets/SCC_YM/p1/1.4,0.00024507312723036524,529.3774826902425,0.4787304764742983,3033.4666219065134,1.182327157099395,2595.3068230942577,882623.3761457632,7355736579.47608,-49.51944339588791,-0.002118875522155914,-1.639493299654526,851.0356303048111,675.4787471900787,156.6503430359253,126.14774791041735,287.5872178772887,0.4609680267845356,-486.6360702079358,2.9386351501289845,r
6,/home/tjc54/datasets/SCC_YM/p1/1.5,0.0002597968413296147,528.8405812127245,0.5033940594771857,3039.693350021458,1.1582890319902241,2199.466430082847,856024.8048622427,6366143885.439589,-56.16636009745637,0.00017755960694261223,2.938858980891145,802.4528769901499,649.3019181186671,140.1823286294021,118.08280090357152,155.8721827811078,0.5610191171916318,-246.02132801273984,2.579648989989121,r
7,/home/tjc54/datasets/SCC_YM/p1/1.6,0.0002446172868876201,471.56063627949345,0.5771579472967293,3591.0246857275433,1.2901016862669255,2112.5252260340253,1310558.4662553365,9050404995.571918,-51.57687887064169,0.00048664259550379896,3.919631100278756,772.271993204952,607.6603500542607,143.34894755616133,115.86093866988104,236.2679992337795,0.5026473280531528,-487.06004551011813,2.868247654678385,r
8,/home/tjc54/datasets/SCC_YM/p1/10.1,0.00023863101734798923,599.2274148170709,0.41398272367911226,2943.0714174592167,1.171908676234225,3120.3362029816844,709356.4870222571,4927391311.889946,-49.28387538920205,0.0003499425908102196,3.677924962445891,780.9884448136809,692.8857755189574,143.672572122514,124.85314795178718,154.28536170606375,0.5344821188131105,-167.3928522328554,2.7342634745813084,r
9,/home/tjc54/datasets/SCC_YM/p1/10.2,0.00021883273452220897,582.4303889427582,0.41101175548425073,2722.667637958974,1.3690808739100613,4941.885309447509,473390.0857598218,3012203299.5389724,-50.039449651978515,0.00025232399455630183,3.278195411023132,803.2897551331174,556.0488794691796,147.07631875609573,110.15751536302609,237.9364848932688,0.5205665230455151,-443.69132826236313,2.7733668226568238,r
10,/home/tjc54/datasets/SCC_YM/p1/10.3,0.0002167253575648682,551.2624133213927,0.446304068871043,2827.516318250833,1.2590184903367587,3674.199053474891,673817.0745584882,4685950061.602552,-58.470232155012475,8.663873558687419e-06,2.1479580780954453,881.312212097289,768.5992413266459,164.8806656264546,94.52329538402098,193.52263629284278,0.49111404836906053,-288.05709772288526,2.7910859697757466,r
11,/home/tjc54/datasets/SCC_YM/p1/10.4,0.0002555620097377513,573.8884651363835,0.44583122534649205,2775.6513030722544,1.1180981510355201,2602.4841024399684,558673.5806609216,1790409036.8678577,-43.27461420884913,0.0003586870913463467,3.7560451619684248,933.1484002491931,660.3814578412428,162.66309726516675,125.65796004622763,233.02912683456287,0.4801298066270398,-420.4122042203017,2.9435690326790835,r
12,/home/tjc54/datasets/SCC_YM/p1/10.5,0.00022335134995535736,579.1381657045845,0.4018854903565316,2687.4253379447196,1.1789502423021256,3529.092677620033,716511.8851307653,4936520182.233406,-93.16575180840442,0.0003989953205419966,3.018981947358272,1022.2324512916946,1006.7818018748919,169.7890811380425,140.28411988155517,539.762031716415,0.43038983194260033,-1499.6953834701221,2.855431466554417,r
13,/home/tjc54/datasets/SCC_YM/p1/10.6,0.00025597699770081854,541.8127845990757,0.4838461683362127,3036.166296852041,1.202385829868705,2712.1509954078942,781091.1830298731,5776921968.946136,-41.26742645147376,0.00037378263794369057,3.9277369115054954,700.6815030574937,560.2766761572086,148.00387158643963,115.62140683670177,345.6360412048169,0.4307967448389511,-1485.4096768863287,3.45487790216369,r
14,/home/tjc54/datasets/SCC_YM/p1/11.1,0.00020036564743145235,542.9253075751475,0.4599264794229327,3239.9033680537354,1.5928496246477977,5823.481793745182,940445.5016226846,6696304979.656864,-56.2949344218,0.00023327833892863446,3.5155938624410834,800.5892010819978,694.098075467035,140.64383489426962,104.86031455262615,563.312014857662,0.5270281541315638,-2195.19520960618,2.8575224587231323,r
15,/home/tjc54/datasets/SCC_YM/p1/11.2,0.00023105332737808398,560.7685536304432,0.43700567321584954,2851.21022416665,1.1577389742385307,2914.656184014799,723200.5103600316,5324731891.770239,-93.82442344995034,0.0003103632446582025,3.4014630444886356,943.9000957690057,931.5749260155935,161.61718187771237,137.4447223278318,431.36781828038363,0.46145391030545296,-1098.9516056634752,2.756901322883149,r
16,/home/tjc54/datasets/SCC_YM/p1/11.3,0.00025740261936748937,520.4010334768989,0.5139405545560486,3097.695061029102,1.221818378034705,2565.327526800147,1165950.0878560264,10652124858.243904,-50.92787148176736,0.00043998365835621706,4.064273256578247,645.9687233922668,583.5503550385107,123.535947650728,112.63695109267049,15.177269880657823,0.619310549214391,21.60662837231482,2.5685876530831244,r
17,/home/tjc54/datasets/SCC_YM/p1/11.4,0.00023280057967953776,535.6781500110994,0.4844740245031918,2869.4611271297636,1.302090741485767,3671.4726087308354,727806.0072153538,4746706128.794569,-50.73500653593828,0.0003622481927680017,3.881176732039421,764.8655815881447,678.0251645850528,140.77304654282926,120.616363195854,79.7506947224778,0.5702512201542177,-189.85747853184657,2.6434025185949666,r
18,/home/tjc54/datasets/SCC_YM/p1/11.5,0.00021041093254487432,522.103820359941,0.49230851161104644,3159.5330558331075,1.2764997787690073,3113.997081430579,769385.4358752007,4687430653.55943,-75.07500297597025,0.00023942436433780167,3.323565892435054,877.9008006830439,1134.0606536929452,153.74515854952298,162.78943498823784,370.0526989985736,0.47864767532222713,-643.7437467493282,2.8021464517406516,r
19,/home/tjc54/datasets/SCC_YM/p1/11.6,0.00026868992390576826,580.2043816054562,0.5069156699249397,2974.8239205357045,1.1964154374015874,2541.174219277474,1720919.0013065157,11228496579.020882,-58.456833644417664,0.00039501521888686054,4.06894052169429,775.759077893957,607.1487279470582,137.21688201369366,109.01942632388634,270.9999036781986,0.5490208029292054,-1050.1671001696182,2.789282806397627,r
20,/home/tjc54/datasets/SCC_YM/p1/12.1,0.00023792836007328045,488.8497874963178,0.5417849026841105,3214.8862670997732,1.3246549644880365,3048.0742273316337,1501583.4235713026,10335075122.121078,-64.43080811981184,0.0015811396179007313,7.054856722235911,841.9556626909472,791.8152508459708,151.31963006496795,133.21408727033952,166.74509031773457,0.5200605920277639,-1237.1984570249929,3.122288410687532,r
21,/home/tjc54/datasets/SCC_YM/p1/12.2,0.00026061171817269373,605.0180638098952,0.43639854501730946,2636.0302603823575,1.1323993063597595,2931.975830357243,820249.1968452063,8024255307.143504,-51.1392092863478,-0.0001734900217636358,2.285732156600719,645.686664572637,581.7242252806271,121.37250986598083,110.10134306845703,-0.16727598728485799,0.6343363658419069,91.73196743105169,2.462945043035977,r
22,/home/tjc54/datasets/SCC_YM/p1/12.4,0.0002689505058030549,630.7645681364469,0.4264755800973245,2373.1041157107047,1.067423638200656,2754.4803491159473,781821.255130491,6980842629.763145,-60.60176805674523,0.00040897491270117786,3.9505090890644965,750.847906379761,604.5745507735692,139.01527703590503,107.90389293887431,259.54952175054314,0.5454649452575371,-847.5746788439158,2.7152690241303263,r
23,/home/tjc54/datasets/SCC_YM/p1/13.2,0.00022096182588658594,569.8030517933179,0.43158194467190364,2936.1608420188086,1.1985396510960808,3199.500809374609,396018.1448164004,2254658605.4641223,-66.29754161285574,0.0003172060757782501,3.3129876752599863,969.2018784524288,970.1091930161354,168.29600822596626,142.02130430085316,306.6004940677156,0.45961683794588226,-16.429953254807394,2.708712874812893,r
24,/home/tjc54/datasets/SCC_YM/p1/13.3,0.0002763294318983404,489.3503923788885,0.5836277836929665,2888.9713776600643,1.1989189251167376,2033.3577537301035,1014001.9944886573,5379252592.341242,-45.4949599129864,0.00047046012407629516,3.9401259977172414,715.3423424143176,604.264352270344,129.91950439685493,117.51949817571598,-144.69499173846066,0.6569545484428915,1143.1068580280723,2.3150327320210904,r
25,/home/tjc54/datasets/SCC_YM/p1/16.1,0.0001781767186471802,448.1815827172249,0.588850351880374,3770.0570918042113,1.6245499087763857,4515.539363363882,871941.0802463253,5354236664.64608,-59.119754620941734,0.0003196669398690962,3.1457602523285955,793.8658700945318,1017.0471877966336,145.87693649880975,153.55934878540288,755.3435143388268,0.41617795169176297,-3029.539565099856,3.2661988169388643,r
26,/home/tjc54/datasets/SCC_YM/p1/16.3,0.00021468730084427484,543.5954605374375,0.4449067799703092,2957.3827862089342,1.2799622574213818,3723.0610333996456,1030133.8340651768,6857928781.365847,-91.86710391912706,0.0003199739733529289,3.3340391053448903,983.8376460832847,966.7655160114126,168.73219220617665,137.75790083599378,516.7554768088162,0.43046758388012474,-1994.407332547415,3.0089579820839445,r
27,/home/tjc54/datasets/SCC_YM/p1/16.4,0.00024602638159033056,532.7452762210681,0.49030477179086684,2950.5842836643537,1.1804163317633254,2570.308196115313,1319648.1576208277,14191847516.722519,-73.30730215921693,0.00040406765499661666,3.558761365784031,863.6727546693116,766.3410220087433,150.08751988543418,128.11352667405342,226.32240195480796,0.5283900849573692,-632.7332017117214,2.711508183148057,r
28,/home/tjc54/datasets/SCC_YM/p1/16.5,0.00018828083462110807,525.6784510961878,0.4462401646544816,3438.434496543312,1.7026375534726337,6612.744614001903,992524.0500014676,6573412026.268168,-70.02882289696595,0.00030666395678794525,3.0927423142114954,894.5011900770721,1825.533252509166,162.4944346243802,130.00505831666976,-417.7073762433609,0.556975343377212,2225.4384456240205,2.907761677313047,r
